id,subject,mohs,source,original,original_latex
25,Number Theory,15M,USAMO 2015 P1,Solve in integers the equation ( )3 x + y x2 + xy + y2 = + 1 . 3,Solve in integers the equation ( )3 x + y x2 + xy + y2 = + 1 . 3
26,Number Theory,15M,USAMO 2016 P2,"Prove that for any positive integer k, k-1 (cid:89) j! (k2)! \cdot (j + k)! j=0 is an integer.","Prove that for any positive integer k, k-1 (cid:89) j! (k2)! \cdot (j + k)! j=0 is an integer."
27,Number Theory,15M,USAMO 2019 P5,"Two rational numbers m and n are written on a black- n m board, where m and n are relatively prime positive integers. At any point, Evan may pick two of the numbers x and y written on the board and write either their arithmetic mean x+y or their harmonic mean 2xy on the board 2 x+y as well. Find all pairs (m,n) such that Evan can write 1 on the board in finitely many steps.","Two rational numbers m and n are written on a black- n m board, where m and n are relatively prime positive integers. At any point, Evan may pick two of the numbers x and y written on the board and write either their arithmetic mean x+y or their harmonic mean 2xy on the board 2 x+y as well. Find all pairs (m,n) such that Evan can write 1 on the board in finitely many steps."
28,Number Theory,20M,IMO 2000 Problem 5,Does there exist a positive integer n such that n has exactly 2000 prime divisors and n divides 2n + 1?,Does there exist a positive integer n such that n has exactly 2000 prime divisors and n divides 2n + 1?
29,Number Theory,20M,"IMO 2018, P5","Let a , a , ... be an infinite sequence of positive integers. 1 2 Suppose that there is an integer N > 1 such that, for each n \ge N, the number a a a a 1 2 n-1 n + + \cdot\cdot\cdot + + a a a a_2 3 n_1 is an integer. Prove that there is a positive integer M such that a = a m m+1 for all m \ge M.","Let a , a , \\ldots be an infinite sequence of positive integers. 1 2 Suppose that there is an integer \mathbb{N} > 1 such that, for each n \ge \mathbb{N}, the number a a a a 1 2 n-1 n + + \cdot\cdot\cdot + + a a a a_2 3 n_1 is an integer. Prove that there is a positive integer M such that a = a m m+1 for all m \ge M."
30,Number Theory,20M,"IMO 2020, P5",A deck of n > 1 cards is given. A positive integer is written on each card. The deck has the property that the arithmetic mean of the numbers on each pair of cards is also the geometric mean of the numbers on some collection of one or more cards. For which n does it follow that the numbers on the cards are all equal?,A deck of n > 1 cards is given. A positive integer is written on each card. The deck has the property that the arithmetic mean of the numbers on each pair of cards is also the geometric mean of the numbers on some collection of one or more cards. For which n does it follow that the numbers on the cards are all equal?
31,Number Theory,20M,USAMO 2004 P2,"Suppose a ,...,a are integers whose greatest common 1 n divisor is 1. Let S be a set of integers with the following properties: (a) For i = 1,...,n, a \in S. i (b) For i,j = 1,...,n (not necessarily distinct), a - a \in S. i j (c) For any integers x,y \in S, if x + y \in S, then x - y \in S. Prove that S must be equal to the set of all integers.","Suppose a ,\\ldots,a are integers whose greatest common 1 n divisor is 1. Let S be a set of integers with the following properties: (a) For i = 1,\\ldots,n, a \in S. i (b) For i,j = 1,\\ldots,n (not necessarily distinct), a - a \in S. i j (c) For any integers x,y \in S, if x + y \in S, then x - y \in S. Prove that S must be equal to the set of all integers."
32,Number Theory,20M,"USA TSTST 2018, P8",For which positive integers b > 2 do there exist infinitely many positive integers n such that n2 divides bn + 1?,For which positive integers b > 2 do there exist infinitely many positive integers n such that n2 divides bn + 1?
33,Number Theory,25M,"IMO 2007, P5","Let a and b be positive integers. Show that if 4ab-1 divides (4a2 - 1)2, then a = b.","Let a and b be positive integers. Show that if 4ab-1 divides (4a2 - 1)2, then a = b."
34,Number Theory,25M,USAMO 2001 P5,"Let S be a set of integers (not necessarily positive) such that (a) there exist a,b \in S with gcd(a,b) = gcd(a - 2,b - 2) = 1; (b) if x and y are elements of S (possibly equal), then x2 - y also belongs to S. Prove that S is the set of all integers.","Let S be a set of integers (not necessarily positive) such that (a) there exist a,b \in S with gcd(a,b) = gcd(a - 2,b - 2) = 1; (b) if x and y are elements of S (possibly equal), then x2 - y also belongs to S. Prove that S is the set of all integers."
35,Number Theory,25M,USAMO 2007 P5,"Prove that for every nonnegative integer n, the number 77n + 1 is the product of at least 2n + 3 (not necessarily distinct) primes.","Prove that for every nonnegative integer n, the number 77n + 1 is the product of at least 2n + 3 (not necessarily distinct) primes."
36,Number Theory,25M,USAMO 2009 P6,"Let s ,s ,s ,... be an infinite, nonconstant sequence of 1 2 3 rational numbers, meaning it is not the case that s = s = s = .... Suppose 1 2 3 that t ,t ,t ,... is also an infinite, nonconstant sequence of rational numbers 1 2 3 69 with the property that (s - s )(t - t ) is an integer for all i and j. Prove i j i j that there exists a rational number r such that (s -s )r and (t -t )/r are i j i j integers for all i and j.","Let s ,s ,s ,\\ldots be an infinite, nonconstant sequence of 1 2 3 rational numbers, meaning it is not the case that s = s = s = \\ldots. Suppose 1 2 3 that t ,t ,t ,\\ldots is also an infinite, nonconstant sequence of rational numbers 1 2 3 69 with the property that (s - s )(t - t ) is an integer for all i and j. Prove i j i j that there exists a rational number r such that (s -s )r and (t -t )/r are i j i j integers for all i and j."
37,Number Theory,25M,"USA TST 2015, P2","Prove that for every n \in N, there exists a set S of n positive integers such that for any two distinct a,b \in S, a - b divides a and b but none of the other elements of S.","Prove that for every n \in \mathbb{N}, there exists a set S of n positive integers such that for any two distinct a,b \in S, a - b divides a and b but none of the other elements of S."
38,Number Theory,25M,"USA TST 2018, P1","Let n \ge 2 be a positive integer, and let σ(n) denote the sum of the positive divisors of n. Prove that the nth smallest positive integer relatively prime to n is at least σ(n), and determine for which n equality holds.","Let n \ge 2 be a positive integer, and let σ(n) denote the sum of the positive divisors of n. Prove that the nth smallest positive integer relatively prime to n is at least σ(n), and determine for which n equality holds."
39,Number Theory,25M,"USA TST 2020, P5","Find all integers n \ge 2 for which there exists an integer m and a polynomial P(x) with integer coefficients satisfying the following three conditions: • m > 1 and gcd(m,n) = 1; • the numbers P(0), P2(0), ..., Pm-1(0) are not divisible by n; and • Pm(0) is divisible by n. Here Pk means P applied k times, so P1(0) = P(0), P2(0) = P(P(0)), etc.","Find all integers n \ge 2 for which there exists an integer m and a polynomial P(x) with integer coefficients satisfying the following three conditions: • m > 1 and gcd(m,n) = 1; • the numbers P(0), P2(0), \\ldots, Pm-1(0) are not divisible by n; and • Pm(0) is divisible by n. Here Pk means P applied k times, so P1(0) = P(0), P2(0) = P(P(0)), etc."
40,Number Theory,25M,"USA TSTST 2014, P6","Suppose we have distinct positive integers a,b,c,d, and an odd prime p not dividing any of them, and an integer M such that if one considers the infinite sequence ca - db ca2 - db2 ca3 - db3 ca4 - db4 . . . and looks at the highest power of p that divides each of them, these powers are not all zero, and are all at most M. Prove that there exists some T (which may depend on a,b,c,d,p,M) such that whenever p divides an element of this sequence, the maximum power of","Suppose we have distinct positive integers a,b,c,d, and an odd prime p not dividing any of them, and an integer M such that if one considers the infinite sequence ca - db ca2 - db2 ca3 - db3 ca4 - db4 . . . and looks at the highest power of p that divides each of them, these powers are not all zero, and are all at most M. Prove that there exists some T (which may depend on a,b,c,d,p,M) such that whenever p divides an element of this sequence, the maximum power of"
41,Number Theory,30M,"IMO 2006, P5","Let P(x) be a polynomial of degree n > 1 with integer coefficients and let k be a positive integer. Consider the polynomial Q(x) = P(P(...P(P(x))...)), where P occurs k times. Prove that there are at most n integers t such that Q(t) = t.","Let P(x) be a polynomial of degree n > 1 with integer coefficients and let k be a positive integer. Consider the polynomial \mathbb{Q}(x) = P(P(\\ldotsP(P(x))\\ldots)), where P occurs k times. Prove that there are at most n integers t such that \mathbb{Q}(t) = t."
42,Number Theory,30M,"IMO 2008, P3",Prove that there are infinitely many positive integers n such \sqrt that n2 + 1 has a prime divisor greater than 2n + 2n,Prove that there are infinitely many positive integers n such \sqrt that n2 + 1 has a prime divisor greater than 2n + 2n
43,Number Theory,30M,"IMO 2015, P2","Find all positive integers (a,b,c) such that ab - c, bc - a, ca - b are all powers of 2.","Find all positive integers (a,b,c) such that ab - c, bc - a, ca - b are all powers of 2."
44,Number Theory,30M,USAMO 2013 P5,"Given positive integers m and n, prove that there is a positive integer c such that the numbers cm and cn have the same number of occurrences of each non-zero digit when written in base ten.","Given positive integers m and n, prove that there is a positive integer c such that the numbers cm and cn have the same number of occurrences of each non-zero digit when written in base ten."
45,Number Theory,30M,USAMO 2015 P5,"Let a, b, c, d, e be distinct positive integers such that a4 + b4 = c4 + d4 = e5. Show that ac + bd is a composite number.","Let a, b, c, d, e be distinct positive integers such that a4 + b4 = c4 + d4 = e5. Show that ac + bd is a composite number."
46,Number Theory,30M,"USA TST 2014, P6","For a prime p, a subset S of residues modulo p is called a sum-free multiplicative subgroup of F if p { } • there is a nonzero residue α modulo p such that S = 1,α1,α2,... (all considered mod p), and • there are no a,b,c \in S (not necessarily distinct) such that a + b ≡ c (mod p). Prove that for every integer N, there is a prime p and a sum-free multiplica- tive subgroup S of F such that |S| \ge N. p","For a prime p, a subset S of residues modulo p is called a sum-free multiplicative subgroup of F if p { } • there is a nonzero residue α modulo p such that S = 1,α1,α2,\\ldots (all considered mod p), and • there are no a,b,c \in S (not necessarily distinct) such that a + b ≡ c (mod p). Prove that for every integer \mathbb{N}, there is a prime p and a sum-free multiplica- tive subgroup S of F such that |S| \ge \mathbb{N}. p"
47,Number Theory,30M,"USA TST 2016, P3","Let p be a prime number. Let F denote the integers p modulo p, and let F [x] be the set of polynomials with coefficients in F . p p 71 Define Ψ : F [x] \to F [x] by p p (cid:32) (cid:33) n n \sum \sum Ψ a xi = a xpi . i i i=0 i=0 Prove that for nonzero polynomials F,G \in F [x], p Ψ(gcd(F,G)) = gcd(Ψ(F),Ψ(G)). Here, a polynomial Q divides P if there exists R \in F [x] such that P(x) - p Q(x)R(x) is the polynomial with all coefficients 0 (with all addition and mul- tiplication in the coefficients taken modulo p), and the gcd of two polynomials is the highest degree polynomial with leading coefficient 1 which divides both of them. A non-zero polynomial is a polynomial with not all coefficients 0. As an example of multiplication, (x+1)(x+2)(x+3) = x3 +x2 +x+1 in F [x]. 5","Let p be a prime number. Let F denote the integers p modulo p, and let F [x] be the set of polynomials with coefficients in F . p p 71 Define Ψ : F [x] \to F [x] by p p (cid:32) (cid:33) n n \sum \sum Ψ a xi = a xpi . i i i=0 i=0 Prove that for nonzero polynomials F,G \in F [x], p Ψ(gcd(F,G)) = gcd(Ψ(F),Ψ(G)). Here, a polynomial \mathbb{Q} divides P if there exists \mathbb{R} \in F [x] such that P(x) - p \mathbb{Q}(x)\mathbb{R}(x) is the polynomial with all coefficients 0 (with all addition and mul- tiplication in the coefficients taken modulo p), and the gcd of two polynomials is the highest degree polynomial with leading coefficient 1 which divides both of them. A non-zero polynomial is a polynomial with not all coefficients 0. As an example of multiplication, (x+1)(x+2)(x+3) = x3 +x2 +x+1 in F [x]. 5"
48,Number Theory,35M,"IMO 2003, P2","Determine all pairs of positive integers (a,b) such that a2 2ab2 - b3 + 1 is a positive integer.","Determine all pairs of positive integers (a,b) such that a2 2ab2 - b3 + 1 is a positive integer."
49,Number Theory,35M,"IMO 2003, P6","Let p be a prime number. Prove that there exists a prime number q such that for every integer n, the number np - p is not divisible by q.","Let p be a prime number. Prove that there exists a prime number q such that for every integer n, the number np - p is not divisible by q."
50,Number Theory,35M,"IMO 2004, P6",We call a positive integer alternating if every two consecutive digits in its decimal representation are of different parity. Find all positive integers n such that n has a multiple which is alternating.,We call a positive integer alternating if every two consecutive digits in its decimal representation are of different parity. Find all positive integers n such that n has a multiple which is alternating.
51,Number Theory,35M,USAMO 2005 P6,"For m a positive integer, let s(m) be the sum of the digits of m. For n \ge 2, let f(n) be the minimal k for which there exists a set S of n (cid:32) (cid:33) \sum positive integers such that s x = k for any nonempty subset X ⊂ S. x\inX Prove that there are constants 0 < C < C with 1 2 C log n \le f(n) \le C log n. 1 10 2 10 72","For m a positive integer, let s(m) be the sum of the digits of m. For n \ge 2, let f(n) be the minimal k for which there exists a set S of n (cid:32) (cid:33) \sum positive integers such that s x = k for any nonempty subset X ⊂ S. x\inX Prove that there are constants 0 < C < C with 1 2 C log n \le f(n) \le C log n. 1 10 2 10 72"
